,Oil_store,주소,가격,셀프,상표,구
0,오렌지주유소,서울 강동구 성안로 102 (성내동),1554.0,N,SK에너지,강동구
1,구천면주유소,서울 강동구 구천면로 357 (암사동),1556.0,N,현대오일뱅크,강동구
2,GS칼텍스㈜직영 신월주유소,서울 강동구 양재대로 1323 (성내동),1559.0,N,GS칼텍스,강동구
3,광성주유소,서울 강동구 올림픽로 673 (천호동),1578.0,N,S-OIL,강동구
4,(주)소모에너지엔테크놀러지성내주유소,서울 강동구 올림픽로 578 (성내동),1588.0,Y,GS칼텍스,강동구
5,(주)퍼스트오일 코알라주유소,서울특별시 강동구  올림픽로 556 (성내동),1588.0,Y,S-OIL,강동구
6,알이디씨(주)천동주유소,서울특별시 강동구  천호대로 987 (천호동),1598.0,N,현대오일뱅크,강동구
7,sk해뜨는주유소,서울특별시 강동구  상일로 132 (강일동),1598.0,Y,SK에너지,강동구
8,대성석유(주)직영길동주유소,서울 강동구 천호대로 1168 (둔촌동),1599.0,N,GS칼텍스,강동구
9,방아다리주유소,서울 강동구 동남로 811 (명일동),1608.0,Y,SK에너지,강동구
10,SK네트웍스㈜암사주유소(self),서울 강동구 올림픽로 749 (암사동),1653.0,Y,SK에너지,강동구
11,(주)삼표에너지 고덕주유소,서울 강동구 고덕로 39 (암사동),1669.0,N,GS칼텍스,강동구
12,CJ대한통운(주)직영 천호점주유소,서울 강동구 천중로 67 (천호동),1697.0,N,현대오일뱅크,강동구
13,SK네트윅스(주)길동주유소,서울 강동구 천호대로 1221 (길동),1733.0,Y,SK에너지,강동구
14,고속셀프주유소,서울특별시 강동구  천호대로 1246 (둔촌동),1733.0,Y,SK에너지,강동구
15,SK네트윅스(주)한미주유소,서울 강동구 성내로 32 (성내동),1763.0,N,SK에너지,강동구
16,명일주유소,서울 강동구 고덕로 168 (명일동),1764.0,N,SK에너지,강동구
17,강동주유소,서울 강동구 양재대로 1509 (길동),1983.0,N,SK에너지,강동구
18,SK경동주유소,서울 동대문구 이문로 191 (이문동),1515.0,N,SK에너지,동대문구
19,삼미상사(주)장안킹셀프주유소,서울특별시 동대문구  한천로 100 (장안동),1515.0,Y,SK에너지,동대문구
20,웰컴주유소,서울특별시 동대문구  한천로 414 (이문동),1515.0,N,현대오일뱅크,동대문구
21,(주)열린주유소,서울 동대문구 한천로 263 (휘경동),1515.0,N,GS칼텍스,동대문구
22,재정제2주유소,서울 동대문구 사가정로 90 (전농동),1519.0,Y,현대오일뱅크,동대문구
23,재원에너지(주)용일주유소,서울 동대문구 안암로 54 (용두동),1522.0,N,GS칼텍스,동대문구
24,풍한주유소,서울특별시 동대문구  안암로 168 (제기동),1525.0,N,SK에너지,동대문구
25,삼영주유소,서울 동대문구 답십리로 258 (장안동),1529.0,N,SK에너지,동대문구
26,재정주유소,서울 동대문구 전농로 121 (전농동),1529.0,N,현대오일뱅크,동대문구
27,동일석유(주)강남주유소,서울특별시 동대문구  사가정로 103 (전농동),1529.0,N,SK에너지,동대문구
28,답십리주유소,서울 동대문구 답십리로 223 (답십리동),1529.0,N,GS칼텍스,동대문구
29,(주)파랑에너지,서울특별시 동대문구  망우로 1 (휘경동)126,1539.0,Y,GS칼텍스,동대문구
30,삼원셀프주유소,서울 동대문구 망우로 90 (휘경동),1549.0,Y,SK에너지,동대문구
31,오동나무주유소,서울특별시 동대문구  한천로 81 (답십리동),1558.0,N,S-OIL,동대문구
32,대성산업(주)동마장주유소,서울 동대문구 고산자로 405 (용두동),1568.0,N,GS칼텍스,동대문구
33,대성산업㈜청량리주유소,서울 동대문구 왕산로 289 (청량리동),1569.0,N,GS칼텍스,동대문구
34,홍능주유소,서울 동대문구 홍릉로 87 (청량리동),1578.0,N,S-OIL,동대문구
35,한영주유소 (한화),서울 동대문구 망우로 38 (휘경동),1595.0,N,현대오일뱅크,동대문구
36,SK네트웍스스피드주유소,서울 동대문구 천호대로 453 (장안동),1632.0,N,SK에너지,동대문구
37,능주주유소,서울 동대문구 청계천로 431 (신설동),1692.0,N,SK에너지,동대문구
38,배봉로주유소,서울 동대문구 서울시립대로 108 (전농동),1745.0,N,현대오일뱅크,동대문구
39,신성주유소,서울 동대문구 장한로 29 (장안동),1865.0,N,현대오일뱅크,동대문구
40,서경주유소,서울 동작구 대림로 46 (신대방동),1499.0,N,현대오일뱅크,동작구
41,대방주유소,서울특별시 동작구 여의대방로214 (대방동),1519.0,N,GS칼텍스,동작구
42,(주)서우유통에너지,서울특별시 동작구  노량진로 78 (노량진동),1528.0,N,S-OIL,동작구
43,금성주유소,서울특별시 동작구  사당로 59 (상도동),1529.0,N,현대오일뱅크,동작구
44,매일주유소,서울특별시 동작구  상도로 139 (상도동),1529.0,N,S-OIL,동작구
45,한원케미칼(주),서울특별시 동작구  동작대로 135 (사당동),1529.0,Y,GS칼텍스,동작구
46,현대오일뱅크(주)직영 사당셀프주유소,서울특별시 동작구  동작대로 73 (사당동),1539.0,Y,현대오일뱅크,동작구
47,대성산업(주) 노량진주유소,서울 동작구 노량진로 172 (노량진동),1557.0,N,GS칼텍스,동작구
48,현대오일뱅크 동작주유소,서울특별시 동작구  상도로 403 (상도동),1578.0,N,현대오일뱅크,동작구
49,살피재주유소,서울특별시 동작구  상도로 334 (상도동),1595.0,N,SK에너지,동작구
50,흑석동,서울 동작구 현충로 101 (흑석동),1598.0,Y,SK에너지,동작구
51,21세기주유소,서울 동작구 시흥대로 616 (신대방동),1598.0,Y,SK에너지,동작구
52,마포시엠주유소,서울특별시 마포구  월드컵북로62 (성산동),1515.0,N,GS칼텍스,마포구
53,용강주유소,서울특별시 마포구  토정로 260 (용강동),1592.0,N,S-OIL,마포구
54,(주)만성상사(대흥),서울 마포구 대흥로 61 (대흥동),1594.0,N,SK에너지,마포구
55,(주)승지 염리동주유소,서울특별시 마포구 백범로 126(염리동),1596.0,N,현대오일뱅크,마포구
56,청원주유소,서울 마포구 월드컵북로 113 (성산동),1598.0,N,S-OIL,마포구
57,성산주유소,서울 마포구 월드컵북로 170 (성산동),1698.0,N,SK에너지,마포구
58,서강주유소,서울 마포구 독막로 134 (창전동),1698.0,N,SK에너지,마포구
59,마포주유소,서울 마포구 마포대로 186 (공덕동),1748.0,N,S-OIL,마포구
60,망원동주유소,서울 마포구 월드컵로 119 (망원동),1749.0,N,SK에너지,마포구
61,양지주유소,서울 마포구 마포대로 69 (도화동),1768.0,N,SK에너지,마포구
62,안국주유소,서울 마포구 양화로 33 (합정동),1775.0,N,SK에너지,마포구
63,합정주유소,서울 마포구 양화로 13 (합정동),1818.0,N,SK에너지,마포구
64,성산대교(해월),서울 마포구 성산로 144 (성산동),1818.0,N,SK에너지,마포구
65,Happy Auto,서울 마포구 서강로 76 (창전동),1818.0,N,SK에너지,마포구
66,(주)마봉 신우주유소,서울특별시 서대문구  가좌로 106 (홍은동),1522.0,Y,S-OIL,서대문구
67,(주)가재울뉴타운주유소,서울특별시 서대문구 모래내로 205(남가좌동),1522.0,Y,현대오일뱅크,서대문구
68,남정주유소,서울특별시 서대문구  모래내로 243 (남가좌동),1527.0,N,GS칼텍스,서대문구
69,코리아상사연세주유소,서울특별시 서대문구  연희로27가길 1 (연희동),1528.0,N,GS칼텍스,서대문구
70,(주)창원현대주유소,서울특별시 서대문구 통일로 537 (홍은동),1535.0,N,현대오일뱅크,서대문구
71,홍제동주유소,서울 서대문구 통일로 372 (홍제동),1535.0,Y,GS칼텍스,서대문구
72,두꺼비주유소,서울 서대문구 성산로 312 (연희동),1536.0,Y,S-OIL,서대문구
73,삼미상사(주)서부주유소,서울 서대문구 성산로 255 (연희동),1548.0,Y,SK에너지,서대문구
74,홍은주유소,서울특별시 서대문구 가좌로 146 (홍은동),1550.0,N,자가상표,서대문구
75,연희주유소,서울특별시 서대문구  연희로 129 (연희동 89-7번지),1558.0,N,SK에너지,서대문구
76,광호주유소,서울특별시 서대문구  연희로 266 (홍은동),1558.0,N,SK에너지,서대문구
77,삼보셀프주유소,서울 서대문구 연희로 78 (연희동),1565.0,Y,SK에너지,서대문구
78,KH에너지(주)직영 독립문주유소,서울 서대문구 통일로 384 (홍제동),1568.0,N,SK에너지,서대문구
79,중앙에너비스 동교지점,서울 서대문구 연희로 12 (창천동),1568.0,Y,SK에너지,서대문구
80,경인주유소,서울 서대문구 통일로 455 (홍제동),1598.0,N,GS칼텍스,서대문구
81,문화촌주유소,서울 서대문구 세검정로 87 (홍제동),1790.0,N,S-OIL,서대문구
82,행촌제2주유소,서울 서대문구 성산로 490 (대신동),1998.0,N,SK에너지,서대문구
83,만남의광장주유소,서울 서초구 양재대로12길 73-71 (원지동),1490.0,N,알뜰(ex),서초구
84,선천주유소,서울특별시 서초구  동작대로 206 (방배동),1529.0,N,GS칼텍스,서초구
85,에쓰오일(주)직영 오토테크주유소,서울특별시 서초구  효령로 356 (서초동),1535.0,Y,S-OIL,서초구
86,한마음주유소,서울 서초구 효령로 346 (서초동),1535.0,N,GS칼텍스,서초구
87,(주)대농석유남태령주유소,서울 서초구 과천대로 838 (방배동),1537.0,Y,SK에너지,서초구
88,만국주유소,서울 서초구 서초대로 52 (방배동),1544.0,N,SK에너지,서초구
89,양재최고주유소,서울 서초구 매헌로 72 (양재동),1545.0,N,GS칼텍스,서초구
90,농협하나로주유소,서울특별시 서초구  헌릉로 48 (양재동),1549.0,N,NH-OIL,서초구
91,태봉셀프주유소,서울 서초구 태봉로 117 (우면동),1549.0,Y,SK에너지,서초구
92,동원석유(강남대로),서울 서초구 강남대로 206 (양재동),1549.0,Y,S-OIL,서초구
93,바우뫼주유소,서울특별시 서초구  바우뫼로 124 (양재동),1550.0,N,자가상표,서초구
94,헌릉로주유소,서울특별시 서초구  헌릉로 177 (내곡동),1554.0,Y,GS칼텍스,서초구
95,내곡주유소,서울특별시 서초구  헌릉로 210 (내곡동),1554.0,N,GS칼텍스,서초구
96,현대오일뱅크(주)직영서초현대주유소,서울 서초구 반포대로 33 (서초동),1558.0,N,현대오일뱅크,서초구
97,양재현대주유소,서울 서초구 마방로 6,1558.0,N,현대오일뱅크,서초구
98,방배동주유소,서울 서초구 효령로 29 (방배동),1564.0,N,SK에너지,서초구
99,말죽거리주유소,서울 서초구 남부순환로 2650 (양재동),1566.0,N,GS칼텍스,서초구
100,현대오일뱅크(주)직영방배현대주유소,서울특별시 서초구 동작대로 182 (방배동),1567.0,N,현대오일뱅크,서초구
101,대신석유(주)대우주유소,서울 서초구 양재대로 173 (양재동),1567.0,Y,SK에너지,서초구
102,현대오일뱅크(주)직영팔레스주유소,서울 서초구 사평대로 136 (반포동),1567.0,N,현대오일뱅크,서초구
103,대성석유(주)연일주유소,서울 서초구 남부순환로 2451 (서초동),1569.0,N,GS칼텍스,서초구
104,한독주유소,서울 서초구 방배로 218 (방배동),1578.0,N,GS칼텍스,서초구
105,(주)한미석유 서초주유소,서울 서초구 반포대로 64 (서초동),1578.0,N,GS칼텍스,서초구
106,신반포주유소,서울 서초구 사평대로 94 (반포동),1578.0,N,SK에너지,서초구
107,서초꽃마을주유소,서울 서초구 반포대로 69 (서초동),1578.0,N,GS칼텍스,서초구
108,(주)한미건설서울주유소,서울특별시 서초구  서초중앙로 91 (서초동),1578.0,N,GS칼텍스,서초구
109,반포그린주유소,서울 서초구 서초중앙로 239 (반포동),1588.0,N,GS칼텍스,서초구
110,경일석유(주)직영삼방주유소,서울 서초구 사평대로 364 (서초동),1597.0,N,GS칼텍스,서초구
111,남서울주유소,서울 서초구 나루터로 83 (잠원동),1598.0,N,GS칼텍스,서초구
112,SK직영반포셀프주유소,서울특별시 서초구  사평대로 12 (방배동),1634.0,Y,SK에너지,서초구
113,크로바주유소,서울 서초구 효령로 327 (서초동),1638.0,N,SK에너지,서초구
114,대성산업(주)직영강남주유소,서울 서초구 반포대로 284 (반포동),1648.0,N,GS칼텍스,서초구
115,대성산업(주)직영터미널(고속)주유소,서울 서초구 신반포로 222 (반포동),1648.0,N,GS칼텍스,서초구
116,서초제일주유소,서울 서초구 사임당로 116 (서초동),1663.0,N,SK에너지,서초구
117,전당앞주유소,서울 서초구 남부순환로 2391 (서초동),1663.0,N,SK에너지,서초구
118,연우주유소,서울특별시 서초구  양재대로2길 100-30 (우면동),1664.0,Y,SK에너지,서초구
119,(주)대신성에너지,서울특별시 서초구 방배로 151 (방배동),1899.0,N,SK에너지,서초구
120,대신석유㈜서원주유소,서울 서초구 반포대로 142 (서초동),1968.0,N,SK에너지,서초구
121,중앙주유소,서울 서초구 양재동 바우뫼로 219 (양재동),1988.0,N,S-OIL,서초구
122,선우상사Q엔느,서울 서초구 방배로 66 (방배동),2017.0,N,SK에너지,서초구
123,사평로주유소,서울 서초구 사평대로 350 (서초동),2098.0,N,SK에너지,서초구
124,양재주유소,서울 서초구 바우뫼로 178 (양재동),2128.0,N,SK에너지,서초구
125,KLP제2주유소,서울특별시 성동구 동일로 249 (송정동),1526.0,Y,현대오일뱅크,성동구
126,정호주유소,서울 성동구 고산자로 307 (마장동),1533.0,N,자가상표,성동구
127,현대오일뱅크(주)직영동창주유소,서울 성동구 천호대로 324 (용답동),1539.0,N,현대오일뱅크,성동구
128,도루코주유소,서울 성동구 아차산로 180 (성수동2가),1539.0,Y,GS칼텍스,성동구
129,아이콘주유소,서울특별시 성동구 고산자로 273 (도선동),1558.0,N,S-OIL,성동구
130,현대오일뱅크(주)성동현대주유소,서울특별시 성동구  마장로 311 (마장동),1579.0,N,현대오일뱅크,성동구
131,현대오일뱅크성수주유소,서울 성동구 뚝섬로 352 (성수동1가),1588.0,N,현대오일뱅크,성동구
132,경진주유소,서울 성동구 고산자로 348 (마장동),1588.0,N,SK에너지,성동구
133,삼우주유소,서울 성동구 천호대로 392 (용답동),1598.0,N,SK에너지,성동구
134,kh에너지(주)성수만세주유소,서울특별시 성동구  왕십리로 109 (성수동1가),1598.0,Y,SK에너지,성동구
135,SK에너지(주) 군자동주유소,서울 성동구 천호대로 446 (용답동),1632.0,N,SK에너지,성동구
136,SK세원2주유소,서울 성동구 광나루로 184 (성수동1가),1650.0,N,SK에너지,성동구
137,SK네트웍스(주)효진주유소,1 서울특별시 성동구 동일로 129 (성수동2가),1654.0,N,SK에너지,성동구
138,동부주유소,서울특별시 성동구  광나루로 146 (성수동1가),1654.0,N,GS칼텍스,성동구
139,금호주유소,서울 성동구 금호로 39 (금호동4가),1698.0,N,GS칼텍스,성동구
140,동일주유소,서울 성동구 광나루로 254 (성수동2가),1745.0,N,현대오일뱅크,성동구
141,청계로주유소,서울 성동구 청계천로 454 (하왕십리동),1848.0,N,SK에너지,성동구
142,(주)옥수하이웨이스테이션,서울 성동구 독서당로 168 (옥수동),1856.0,N,GS칼텍스,성동구
143,원천주유소,서울특별시 성북구 돌곶이로 142 (장위동),1509.0,N,알뜰주유소,성북구
144,강산주유소,서울 성북구 보문로 27 (보문동7가),1517.0,N,GS칼텍스,성북구
145,신방주유소,서울특별시 성북구 안암로 111 (안암동5가),1522.0,N,S-OIL,성북구
146, 현대오일뱅크㈜ 직영 고대셀프주유소,서울 성북구 종암로 12 (종암동),1525.0,Y,현대오일뱅크,성북구
147,(주)성북주유소,서울 성북구 보문로 142 (보문동1가),1527.0,N,현대오일뱅크,성북구
148,세창주유소,서울 성북구 동소문로 323 (길음동),1529.0,N,GS칼텍스,성북구
149,SK에너지(주) 드림랜드주유소,서울특별시 성북구  월계로 128 (장위동) 드림랜드주유소,1529.0,N,SK에너지,성북구
150,(주)신동방석유,서울 성북구 월계로 84 (장위동),1529.0,N,S-OIL,성북구
151,우리주유소,서울 성북구 화랑로 292 (석관동),1538.0,Y,현대오일뱅크,성북구
152,중앙에너비스 종암지점,서울 성북구 종암로 58 (종암동),1538.0,Y,SK에너지,성북구
153,길음지점,서울특별시 성북구 삼양로 78 (길음동),1539.0,N,현대오일뱅크,성북구
154,동일주유소,서울특별시 성북구  보문로 85 (보문동5가),1547.0,N,GS칼텍스,성북구
155,원천제1주유소,서울 성북구 보국문로 52 (정릉동),1548.0,Y,GS칼텍스,성북구
156,광덕,서울 성북구 보문로 89 (보문동5가),1548.0,Y,SK에너지,성북구
157,(주)삼표에너지 정릉주유소,서울 성북구 보국문로 35 (정릉동),1548.0,N,GS칼텍스,성북구
158,효성주유소,서울 성북구 오패산로1가길 29 (하월곡동),1549.0,N,GS칼텍스,성북구
159,구도일주유소화랑로,서울 성북구 화랑로 174,1559.0,N,S-OIL,성북구
160,장삼주유소,서울 성북구 한천로 612 (장위동),1568.0,Y,SK에너지,성북구
161,KR누리(주) 종암주유소,서울특별시 성북구  종암로 145 (종암동),1579.0,N,SK에너지,성북구
162,화랑주유소,서울 성북구 화랑로 185 (상월곡동),1588.0,N,GS칼텍스,성북구
163,sk네트웍스(주) 북악주유소,서울특별시 성북구  정릉로 218 (정릉동),1598.0,Y,SK에너지,성북구
164,sk네트웍스(주)아리랑주유소,서울특별시 성북구  아리랑로 96 (정릉동),1699.0,N,SK에너지,성북구
165,삼선주유소,서울특별시 성북구  창경궁로 324 (삼선동1가),2065.0,N,S-OIL,성북구
166,삼화주유소,서울특별시 송파구  백제고분로 125 (잠실동),1533.0,Y,GS칼텍스,송파구
167,상아주유소,서울 송파구 거마로 82 (마천동),1533.0,Y,현대오일뱅크,송파구
168,지에스이앤알 직영 송파제일주유소,서울 송파구 삼학사로 50 (석촌동),1543.0,Y,현대오일뱅크,송파구
169,아시아주유소,서울 송파구 도곡로 438 (잠실동),1544.0,Y,GS칼텍스,송파구
170,(주)남경석유세영주유소,서울특별시 송파구  동남로 298 (오금동),1545.0,N,GS칼텍스,송파구
171,송파알찬주유소,서울 송파구 백제고분로 229 (삼전동),1553.0,N,S-OIL,송파구
172,구도일주유소,서울 송파구 동남로 317 (오금동),1554.0,N,S-OIL,송파구
173,(주)신화에너지 서울지점,서울 송파구 가락로 47 (석촌동),1555.0,Y,SK에너지,송파구
174,한강에너지(주)퍼스트주유소,서울 송파구 삼학사로 22 (석촌동),1555.0,Y,SK에너지,송파구
175,대성석유(주)석촌주유소,서울 송파구 백제고분로 289 (석촌동),1556.0,N,GS칼텍스,송파구
176,우리주유소,서울특별시 송파구  동남로 153 (가락동),1558.0,N,GS칼텍스,송파구
177,(주)삼표에너지 훼미리주유소,서울 송파구 중대로 58 (문정동),1559.0,N,GS칼텍스,송파구
178,(주)잠실에너지,서울 송파구 송파대로 442 (송파동),1559.0,Y,S-OIL,송파구
179,가든파이브주유소,서울특별시 송파구 탄천동로 740 (장지동),1565.0,Y,GS칼텍스,송파구
180,대성주유소,서울 송파구 마천로 230 (마천동),1568.0,N,SK에너지,송파구
181,정직한주유소,서울특별시 송파구  오금로 455 (거여동),1569.0,Y,현대오일뱅크,송파구
182,송파주유소,서울 송파구 송이로 28 (송파동),1574.0,N,GS칼텍스,송파구
183,(주)유진주유소,서울 송파구 동남로 325 (오금동),1578.0,N,SK에너지,송파구
184,제트라인 DM주유소,서울 송파구 중대로 183 (가락동),1583.0,N,현대오일뱅크,송파구
185,거성석유주식회사,서울특별시 송파구  백제고분로 475 (방이동),1583.0,Y,GS칼텍스,송파구
186,서울주유소,서울 송파구 문정로 153 (가락동),1588.0,N,S-OIL,송파구
187,남성대주유소,서울 송파구 송파대로 52 (장지동),1598.0,N,SK에너지,송파구
188,남성주유소,서울 송파구 백제고분로 474 (방이동),1618.0,N,SK에너지,송파구
189,방이주유소,서울특별시 송파구  위례성대로12길 38 (방이동) 방이주유소,1627.0,N,SK에너지,송파구
190,백제고분로주유소,서울 송파구 오금로 143 (방이동),1628.0,Y,SK에너지,송파구
191,완불주유소,서울 송파구 송파대로 3 (장지동),1635.0,N,SK에너지,송파구
192,올림픽셀프,서울 송파구 위례성대로 188 (오금동),1658.0,Y,SK에너지,송파구
193,SK네트웍스(주)송파셀프주유소,서울특별시 송파구  거마로 5 (거여동 26-1),1678.0,Y,SK에너지,송파구
194,대신석유(주)진양주유소,서울 송파구 올림픽로 499 (풍납동),1698.0,N,SK에너지,송파구
195,인광주유소,서울 송파구 송파대로 397 (석촌동),1698.0,N,SK에너지,송파구
196,서원주유소,서울 송파구 중대로 154 (가락동),1718.0,N,SK에너지,송파구
197,(주)삼정석유,서울 송파구 백제고분로 252 (삼전동),1737.0,N,GS칼텍스,송파구
198,선우상사,서울 송파구 백제고분로 199 (삼전동),1998.0,N,SK에너지,송파구
199,가로공원주유소,서울특별시 양천구 가로공원로 165 (신월동),1505.0,N,GS칼텍스,양천구
200,(주)블루에너지,서울 양천구 중앙로 226 (신정동),1506.0,Y,SK에너지,양천구
201,현대주유소,서울 양천구 남부순환로 372 (신월동),1507.0,Y,S-OIL,양천구
202,형산석유(주)원주유소,서울 양천구 남부순환로 408,1507.0,N,현대오일뱅크,양천구
203,개나리(셀프주유소),서울 양천구 남부순환로 442 (신월동),1507.0,Y,SK에너지,양천구
204,서호주유소,서울특별시 양천구  남부순환로 317 (신월동),1516.0,Y,GS칼텍스,양천구
205,양천구주유소,서울 양천구 국회대로 275 (목동),1516.0,Y,알뜰주유소,양천구
206,대농self주유소,서울 양천구 중앙로 331 (신월동),1525.0,Y,SK에너지,양천구
207,목동주유소,서울 양천구 목동중앙로 125 (목동),1528.0,N,S-OIL,양천구
208,건지주유소,서울특별시 양천구  안양천로 1171 (목동),1528.0,Y,GS칼텍스,양천구
209,SK에너지(주) SKOK주유소,서울특별시 양천구  안양천로 1179 (목동),1538.0,N,SK에너지,양천구
210,현대오일뱅크㈜직영 목동셀프주유소,서울 양천구 공항대로 648 (목동),1543.0,Y,현대오일뱅크,양천구
211,지에스이앤알 직영 서울주유소,서울특별시 양천구 신정로 236 (신정동),1546.0,N,GS칼텍스,양천구
212,(주)삼표에너지 목동주유소,서울 양천구 목동서로 129 (목동),1548.0,N,GS칼텍스,양천구
213,신신월주유소,서울특별시 양천구  신월로 193 (신월동),1559.0,N,GS칼텍스,양천구
214,(주)토우앤개발 신정동주유소,서울특별시 양천구 안양천로 663 (신정동),1568.0,Y,현대오일뱅크,양천구
215,(주)서부트럭터미날,서울 양천구 신정로 167 (신정동),1569.0,N,현대오일뱅크,양천구
216,SK네트웍스 신목동셀프주유소,서울특별시 양천구  신목로7길 11 (신정동),1578.0,N,SK에너지,양천구
217,양천주유소(self),서울 양천구 목동로 17 (신정동),1597.0,Y,SK에너지,양천구
218,양정주유소,서울특별시 양천구 국회대로 158 (신정동),1597.0,N,현대오일뱅크,양천구
219,신양주유소(SK),서울 양천구 지양로 67 (신월동),1619.0,N,SK에너지,양천구
220,남부,서울특별시 양천구  남부순환로 553 (신월동),1678.0,Y,SK에너지,양천구
221,평화주유소,서울 양천구 안양천로 657 (신정동),1787.0,N,SK에너지,양천구
222,SK에너지(주) 경인주유소,서울 양천구 국회대로 170 (신정동),1829.0,N,SK에너지,양천구
223,SK에너지(주) 신평,서울 양천구 목동남로 62 (신정동),1867.0,N,SK에너지,양천구
224,코리아,서울특별시 양천구  신목로7길 1 (신정동),1987.0,N,SK에너지,양천구
225,도림주유소,서울 영등포구 도림로 343 (도림동),1499.0,Y,알뜰주유소,영등포구
226,(주)대청에너지 대청주유소,서울 영등포구 가마산로 328 (대림동),1499.0,N,GS칼텍스,영등포구
227,(주)강서오일,서울 영등포구 도신로 151 (도림동),1499.0,N,현대오일뱅크,영등포구
228,(주)MS주유소, 서울특별시 영등포구 대림로 230 (대림동),1509.0,N,현대오일뱅크,영등포구
229,신길주유소,서울특별시 영등포구 신길로 74 (신길동),1509.0,Y,GS칼텍스,영등포구
230,한경석유(주)경덕주유소,서울 영등포구 여의대방로23길 2 (신길동),1509.0,N,SK에너지,영등포구
231,성락주유소,서울 영등포구 가마산로 414 (신길동),1509.0,Y,S-OIL,영등포구
232,행촌주유소,서울 영등포구 도신로 130 (신길동),1518.0,N,SK에너지,영등포구
233,SK네트웍스(주) 영등포행복SELF주유소,서울특별시 영등포구 선유로 114(양평동1가),1518.0,Y,SK에너지,영등포구
234,씨앤에스유통 한성주유소,서울특별시 영등포구  여의대방로 227 (신길동),1528.0,N,S-OIL,영등포구
235,매봉주유소,서울 영등포구 도신로 248 (신길동),1528.0,N,현대오일뱅크,영등포구
236,보라주유소,서울특별시 영등포구  영등포로 399 (신길동),1528.0,N,GS칼텍스,영등포구
237,대일주유소,서울 영등포구 영등포로 168 (당산동1가),1538.0,N,현대오일뱅크,영등포구
238,모드니주유소,서울 영등포구 경인로 789 (문래동3가),1538.0,N,GS칼텍스,영등포구
239,화일주유소,서울특별시 영등포구  도림로 415 (문래동2가),1558.0,N,GS칼텍스,영등포구
